ALLCOINS ANALYSIS

#BTC
1/ Autocorrelations of series ‘X’, by lag

   -17    -16    -15    -14    -13    -12    -11    -10     -9     -8     -7     -6     -5     -4     -3     -2     -1      0 
-0.042  0.003 -0.015 -0.056 -0.064 -0.042 -0.061 -0.006 -0.069 -0.094  0.016 -0.117 -0.069 -0.114  0.015 -0.063 -0.061 -0.042 
     1      2      3      4      5      6      7      8      9     10     11     12     13     14     15     16     17 
 0.169  0.082  0.154  0.075  0.184  0.168  0.107  0.133  0.121  0.089 -0.014  0.072  0.107  0.065  0.103  0.139  0.005 

2/ Tests for zero cross-correlation of x and y

|  Lag|     CC|  Stand. CB(95%)|  Robust CB(95%)|  Lag|      t| p-value| t-tilde| p-value|  Lag|     HB| p-value| Q-tilde| p-value|
|  -70| -0.050| (-0.189, 0.189)| (-0.084, 0.084)|  -70| -0.523|   0.601|  -1.174|   0.241|  -70|  70.383|   0.498|  65.975|   0.646|
|  -69|  0.056| (-0.189, 0.189)| (-0.097, 0.097)|  -69|  0.579|   0.563|   1.131|   0.258|  -69|  69.606|   0.491|  64.597|   0.660|
|  -68| -0.063| (-0.189, 0.189)| (-0.119, 0.119)|  -68| -0.657|   0.511|  -1.038|   0.299|  -68|  68.677|   0.488|  63.318|   0.670|
|  -67| -0.042| (-0.189, 0.189)| (-0.122, 0.122)|  -67| -0.440|   0.660|  -0.680|   0.497|  -67|  67.513|   0.494|  62.241|   0.674|
|  -66|  0.008| (-0.189, 0.189)| (-0.115, 0.115)|  -66|  0.084|   0.933|   0.139|   0.890|  -66|  67.002|   0.477|  61.779|   0.657|
|  -65|  0.032| (-0.189, 0.189)| (-0.099, 0.099)|  -65|  0.330|   0.741|   0.631|   0.528|  -65|  66.984|   0.443|  61.760|   0.625|
|  -64| -0.014| (-0.189, 0.189)| (-0.140, 0.140)|  -64| -0.143|   0.886|  -0.193|   0.847|  -64|  66.710|   0.418|  61.362|   0.605|
|  -63|  0.026| (-0.189, 0.189)| (-0.149, 0.149)|  -63|  0.268|   0.789|   0.338|   0.735|  -63|  66.659|   0.386|  61.325|   0.572|
|  -62| -0.009| (-0.189, 0.189)| (-0.119, 0.119)|  -62| -0.095|   0.924|  -0.151|   0.880|  -62|  66.488|   0.358|  61.211|   0.540|
|  -61|  0.055| (-0.189, 0.189)| (-0.102, 0.102)|  -61|  0.572|   0.567|   1.059|   0.290|  -61|  66.466|   0.326|  61.188|   0.505|
|  -60|  0.067| (-0.189, 0.189)| (-0.127, 0.127)|  -60|  0.694|   0.488|   1.032|   0.302|  -60|  65.714|   0.317|  60.066|   0.510|
|  -59|  0.089| (-0.189, 0.189)| (-0.118, 0.118)|  -59|  0.929|   0.353|   1.489|   0.136|  -59|  64.631|   0.318|  59.001|   0.512|
|  -58| -0.049| (-0.189, 0.189)| (-0.116, 0.116)|  -58| -0.506|   0.613|  -0.820|   0.412|  -58|  62.730|   0.345|  56.784|   0.558|
|  -57| -0.112| (-0.189, 0.189)| (-0.147, 0.147)|  -57| -1.166|   0.244|  -1.492|   0.136|  -57|  62.178|   0.330|  56.111|   0.546|
|  -56| -0.002| (-0.189, 0.189)| (-0.143, 0.143)|  -56| -0.024|   0.981|  -0.031|   0.975|  -56|  59.301|   0.392|  53.887|   0.593|
|  -55| -0.124| (-0.189, 0.189)| (-0.148, 0.148)|  -55| -1.288|   0.198|  -1.641|   0.101|  -55|  59.300|   0.356|  53.886|   0.555|
|  -54| -0.147| (-0.189, 0.189)| (-0.158, 0.158)|  -54| -1.532|   0.126|  -1.824|   0.068|  -54|  55.917|   0.440|  51.194|   0.621|
|  -53| -0.037| (-0.189, 0.189)| (-0.100, 0.100)|  -53| -0.379|   0.704|  -0.713|   0.476|  -53|  51.224|   0.582|  47.867|   0.709|
|  -52|  0.080| (-0.189, 0.189)| (-0.123, 0.123)|  -52|  0.836|   0.403|   1.279|   0.201|  -52|  50.941|   0.555|  47.836|   0.675|
|  -51| -0.128| (-0.189, 0.189)| (-0.115, 0.115)|  -51| -1.326|   0.185|  -2.174|   0.030|  -51|  49.592|   0.569|  46.199|   0.700|
|  -50| -0.035| (-0.189, 0.189)| (-0.105, 0.105)|  -50| -0.365|   0.715|  -0.657|   0.511|  -50|  46.259|   0.662|  41.471|   0.827|
|  -49| -0.035| (-0.189, 0.189)| (-0.125, 0.125)|  -49| -0.367|   0.714|  -0.555|   0.579|  -49|  46.011|   0.634|  41.040|   0.813|
|  -48|  0.089| (-0.189, 0.189)| (-0.132, 0.132)|  -48|  0.924|   0.355|   1.323|   0.186|  -48|  45.764|   0.605|  40.732|   0.794|
|  -47| -0.087| (-0.189, 0.189)| (-0.169, 0.169)|  -47| -0.903|   0.367|  -1.010|   0.313|  -47|  44.227|   0.628|  38.981|   0.820|
|  -46| -0.063| (-0.189, 0.189)| (-0.131, 0.131)|  -46| -0.654|   0.513|  -0.938|   0.348|  -46|  42.784|   0.648|  37.961|   0.824|
|  -45|  0.066| (-0.189, 0.189)| (-0.144, 0.144)|  -45|  0.683|   0.494|   0.897|   0.370|  -45|  42.039|   0.639|  37.081|   0.823|
|  -44|  0.079| (-0.189, 0.189)| (-0.147, 0.147)|  -44|  0.816|   0.414|   1.045|   0.296|  -44|  41.239|   0.632|  36.277|   0.820|
|  -43|  0.004| (-0.189, 0.189)| (-0.157, 0.157)|  -43|  0.046|   0.963|   0.056|   0.956|  -43|  40.115|   0.639|  35.185|   0.826|
|  -42|  0.032| (-0.189, 0.189)| (-0.117, 0.117)|  -42|  0.332|   0.740|   0.537|   0.591|  -42|  40.111|   0.597|  35.182|   0.796|
|  -41| -0.021| (-0.189, 0.189)| (-0.137, 0.137)|  -41| -0.214|   0.831|  -0.294|   0.769|  -41|  39.931|   0.562|  34.894|   0.773|
|  -40|  0.047| (-0.189, 0.189)| (-0.153, 0.153)|  -40|  0.492|   0.623|   0.605|   0.545|  -40|  39.857|   0.521|  34.877|   0.738|
|  -39|  0.055| (-0.189, 0.189)| (-0.132, 0.132)|  -39|  0.576|   0.565|   0.823|   0.411|  -39|  39.473|   0.494|  34.511|   0.715|
|  -38| -0.034| (-0.189, 0.189)| (-0.148, 0.148)|  -38| -0.350|   0.726|  -0.446|   0.655|  -38|  38.955|   0.472|  33.834|   0.704|
|  -37|  0.070| (-0.189, 0.189)| (-0.178, 0.178)|  -37|  0.723|   0.470|   0.765|   0.444|  -37|  38.766|   0.435|  33.635|   0.671|
|  -36| -0.080| (-0.189, 0.189)| (-0.172, 0.172)|  -36| -0.831|   0.406|  -0.911|   0.362|  -36|  37.972|   0.425|  33.050|   0.655|
|  -35| -0.041| (-0.189, 0.189)| (-0.188, 0.188)|  -35| -0.423|   0.673|  -0.423|   0.672|  -35|  36.935|   0.426|  32.221|   0.649|
|  -34| -0.067| (-0.189, 0.189)| (-0.175, 0.175)|  -34| -0.697|   0.486|  -0.749|   0.454|  -34|  36.671|   0.391|  32.042|   0.612|
|  -33| -0.029| (-0.189, 0.189)| (-0.120, 0.120)|  -33| -0.300|   0.764|  -0.472|   0.637|  -33|  35.962|   0.377|  31.481|   0.592|
|  -32|  0.003| (-0.189, 0.189)| (-0.159, 0.159)|  -32|  0.026|   0.979|   0.031|   0.975|  -32|  35.833|   0.337|  31.258|   0.554|
|  -31| -0.048| (-0.189, 0.189)| (-0.180, 0.180)|  -31| -0.503|   0.615|  -0.528|   0.598|  -31|  35.832|   0.293|  31.257|   0.504|
|  -30| -0.138| (-0.189, 0.189)| (-0.171, 0.171)|  -30| -1.430|   0.153|  -1.582|   0.114|  -30|  35.477|   0.265|  30.978|   0.467|
|  -29| -0.026| (-0.189, 0.189)| (-0.165, 0.165)|  -29| -0.274|   0.784|  -0.314|   0.754|  -29|  32.646|   0.338|  28.476|   0.545|
|  -28| -0.002| (-0.189, 0.189)| (-0.172, 0.172)|  -28| -0.018|   0.986|  -0.020|   0.984|  -28|  32.543|   0.297|  28.378|   0.498|
|  -27|  0.027| (-0.189, 0.189)| (-0.197, 0.197)|  -27|  0.285|   0.776|   0.272|   0.785|  -27|  32.543|   0.253|  28.377|   0.445|
|  -26| -0.126| (-0.189, 0.189)| (-0.178, 0.178)|  -26| -1.314|   0.189|  -1.391|   0.164|  -26|  32.434|   0.216|  28.303|   0.395|
|  -25|  0.080| (-0.189, 0.189)| (-0.193, 0.193)|  -25|  0.831|   0.406|   0.813|   0.416|  -25|  30.159|   0.261|  27.506|   0.383|
|  -24|  0.085| (-0.189, 0.189)| (-0.184, 0.184)|  -24|  0.888|   0.375|   0.911|   0.362|  -24|  29.261|   0.253|  26.845|   0.364|
|  -23| -0.111| (-0.189, 0.189)| (-0.182, 0.182)|  -23| -1.158|   0.247|  -1.199|   0.230|  -23|  28.247|   0.250|  26.016|   0.352|
|  -22| -0.242| (-0.189, 0.189)| (-0.170, 0.170)|  -22| -2.517| **0.012|  -2.786|   0.005|  -22|  26.544|   0.276|  24.578|   0.372|
|  -21| -0.046| (-0.189, 0.189)| (-0.139, 0.139)|  -21| -0.479|   0.632|  -0.648|   0.517|  -21|  18.591|   0.670|  16.816|   0.773|
|  -20| -0.041| (-0.189, 0.189)| (-0.205, 0.205)|  -20| -0.427|   0.669|  -0.392|   0.695|  -20|  18.306|   0.630|  16.396|   0.747|
|  -19|  0.020| (-0.189, 0.189)| (-0.222, 0.222)|  -19|  0.208|   0.835|   0.177|   0.859|  -19|  18.083|   0.582|  16.242|   0.702|
|  -18|  0.062| (-0.189, 0.189)| (-0.165, 0.165)|  -18|  0.648|   0.517|   0.742|   0.458|  -18|  18.030|   0.520|  16.210|   0.643|
|  -17|  0.083| (-0.189, 0.189)| (-0.167, 0.167)|  -17|  0.858|   0.391|   0.968|   0.333|  -17|  17.527|   0.487|  15.660|   0.616|
|  -16|  0.045| (-0.189, 0.189)| (-0.224, 0.224)|  -16|  0.465|   0.642|   0.392|   0.695|  -16|  16.653|   0.478|  14.723|   0.615|
|  -15|  0.046| (-0.189, 0.189)| (-0.212, 0.212)|  -15|  0.483|   0.629|   0.429|   0.668|  -15|  16.400|   0.425|  14.569|   0.556|
|  -14| -0.017| (-0.189, 0.189)| (-0.143, 0.143)|  -14| -0.178|   0.859|  -0.234|   0.815|  -14|  16.129|   0.374|  14.385|   0.497|
|  -13|  0.012| (-0.189, 0.189)| (-0.137, 0.137)|  -13|  0.122|   0.903|   0.168|   0.867|  -13|  16.092|   0.308|  14.330|   0.425|
|  -12|  0.063| (-0.189, 0.189)| (-0.200, 0.200)|  -12|  0.657|   0.511|   0.619|   0.536|  -12|  16.075|   0.245|  14.302|   0.353|
|  -11| -0.086| (-0.189, 0.189)| (-0.192, 0.192)|  -11| -0.892|   0.372|  -0.878|   0.380|  -11|  15.590|   0.211|  13.919|   0.306|
|  -10|  0.015| (-0.189, 0.189)| (-0.196, 0.196)|  -10|  0.152|   0.880|   0.146|   0.884|  -10|  14.704|   0.196|  13.148|   0.284|
|   -9| -0.054| (-0.189, 0.189)| (-0.175, 0.175)|   -9| -0.561|   0.575|  -0.604|   0.546|   -9|  14.679|   0.144|  13.127|   0.217|
|   -8|  0.089| (-0.189, 0.189)| (-0.209, 0.209)|   -8|  0.926|   0.354|   0.838|   0.402|   -8|  14.335|   0.111|  12.762|   0.174|
|   -7|  0.176| (-0.189, 0.189)| (-0.206, 0.206)|   -7|  1.834|   0.067|   1.676|   0.094|   -7|  13.409|   0.099|  12.061|   0.149|
|   -6| -0.043| (-0.189, 0.189)| (-0.178, 0.178)|   -6| -0.446|   0.656|  -0.472|   0.637|   -6|   9.812|   0.200|   9.251|   0.235|
|   -5|  0.057| (-0.189, 0.189)| (-0.152, 0.152)|   -5|  0.590|   0.555|   0.731|   0.465|   -5|   9.601|   0.142|   9.028|   0.172|
|   -4|  0.206| (-0.189, 0.189)| (-0.191, 0.191)|   -4|  2.140| **0.032|   2.109|   0.035|   -4|   9.237|   0.100|   9.028|   0.108|
|   -3| -0.109| (-0.189, 0.189)| (-0.170, 0.170)|   -3| -1.135|   0.256|  -1.262|   0.207|   -3|   4.479|   0.345|   4.581|   0.333|
|   -2|  0.011| (-0.189, 0.189)| (-0.149, 0.149)|   -2|  0.117|   0.907|   0.148|   0.882|   -2|   3.155|   0.368|   2.989|   0.393|
|   -1| -0.101| (-0.189, 0.189)| (-0.175, 0.175)|   -1| -1.050|   0.294|  -1.130|   0.259|   -1|   3.141|   0.208|   2.967|   0.227|
|    0|  0.137| (-0.189, 0.189)| (-0.206, 0.206)|    0|  1.424|   0.155|   1.300|   0.193|    0|   2.027|   0.155|   1.691|   0.193|
|    1| -0.016| (-0.189, 0.189)| (-0.177, 0.177)|    1| -0.163|   0.871|  -0.174|   0.862|    1|   2.054|   0.358|   1.721|   0.423|
|    2| -0.070| (-0.189, 0.189)| (-0.158, 0.158)|    2| -0.722|   0.470|  -0.862|   0.389|    2|   2.586|   0.460|   2.465|   0.482|
|    3|  0.134| (-0.189, 0.189)| (-0.184, 0.184)|    3|  1.394|   0.163|   1.431|   0.152|    3|   4.586|   0.333|   4.513|   0.341|
|    4|  0.159| (-0.189, 0.189)| (-0.200, 0.200)|    4|  1.653|   0.098|   1.558|   0.119|    4|   7.422|   0.191|   6.940|   0.225|
|    5|  0.132| (-0.189, 0.189)| (-0.139, 0.139)|    5|  1.369|   0.171|   1.852|   0.064|    5|   9.388|   0.153|  10.369|   0.110|
|    6|  0.088| (-0.189, 0.189)| (-0.160, 0.160)|    6|  0.913|   0.361|   1.075|   0.283|    6|  10.270|   0.174|  11.524|   0.117|
|    7|  0.014| (-0.189, 0.189)| (-0.160, 0.160)|    7|  0.140|   0.888|   0.166|   0.868|    7|  10.291|   0.245|  11.551|   0.172|
|    8| -0.012| (-0.189, 0.189)| (-0.204, 0.204)|    8| -0.120|   0.905|  -0.111|   0.912|    8|  10.306|   0.326|  11.564|   0.239|
|    9|  0.052| (-0.189, 0.189)| (-0.173, 0.173)|    9|  0.537|   0.591|   0.587|   0.557|    9|  10.621|   0.388|  11.908|   0.291|
|   10|  0.021| (-0.189, 0.189)| (-0.152, 0.152)|   10|  0.218|   0.827|   0.270|   0.787|   10|  10.674|   0.471|  11.982|   0.365|
|   11|  0.042| (-0.189, 0.189)| (-0.160, 0.160)|   11|  0.439|   0.661|   0.518|   0.604|   11|  10.888|   0.539|  12.250|   0.426|
|   12| -0.001| (-0.189, 0.189)| (-0.167, 0.167)|   12| -0.013|   0.989|  -0.015|   0.988|   12|  10.888|   0.620|  12.250|   0.507|
|   13|  0.069| (-0.189, 0.189)| (-0.139, 0.139)|   13|  0.715|   0.475|   0.968|   0.333|   13|  11.469|   0.649|  13.187|   0.512|
|   14| -0.008| (-0.189, 0.189)| (-0.152, 0.152)|   14| -0.084|   0.933|  -0.105|   0.917|   14|  11.477|   0.718|  13.198|   0.587|
|   15| -0.045| (-0.189, 0.189)| (-0.166, 0.166)|   15| -0.472|   0.637|  -0.536|   0.592|   15|  11.735|   0.762|  13.486|   0.637|
|   16|  0.182| (-0.189, 0.189)| (-0.160, 0.160)|   16|  1.895|   0.058|   2.234|   0.025|   16|  15.952|   0.527|  18.477|   0.359|
|   17|  0.046| (-0.189, 0.189)| (-0.151, 0.151)|   17|  0.481|   0.630|   0.603|   0.546|   17|  16.227|   0.577|  18.841|   0.402|
|   18| -0.044| (-0.189, 0.189)| (-0.158, 0.158)|   18| -0.458|   0.647|  -0.548|   0.584|   18|  16.479|   0.625|  19.141|   0.448|
|   19|  0.018| (-0.189, 0.189)| (-0.207, 0.207)|   19|  0.190|   0.849|   0.173|   0.863|   19|  16.522|   0.684|  19.171|   0.511|
|   20| -0.001| (-0.189, 0.189)| (-0.177, 0.177)|   20| -0.014|   0.989|  -0.015|   0.988|   20|  16.523|   0.740|  19.171|   0.574|
|   21|  0.019| (-0.189, 0.189)| (-0.157, 0.157)|   21|  0.200|   0.842|   0.240|   0.810|   21|  16.572|   0.787|  19.229|   0.631|
|   22| -0.045| (-0.189, 0.189)| (-0.151, 0.151)|   22| -0.469|   0.639|  -0.587|   0.557|   22|  16.848|   0.817|  19.573|   0.668|
|   23|  0.072| (-0.189, 0.189)| (-0.150, 0.150)|   23|  0.743|   0.457|   0.935|   0.350|   23|  17.550|   0.824|  20.447|   0.671|
|   24|  0.021| (-0.189, 0.189)| (-0.181, 0.181)|   24|  0.223|   0.823|   0.232|   0.816|   24|  17.614|   0.858|  20.501|   0.720|
|   25| -0.004| (-0.189, 0.189)| (-0.143, 0.143)|   25| -0.043|   0.966|  -0.057|   0.955|   25|  17.616|   0.889|  20.505|   0.767|
|   26| -0.065| (-0.189, 0.189)| (-0.141, 0.141)|   26| -0.674|   0.500|  -0.902|   0.367|   26|  18.214|   0.897|  21.318|   0.771|
|   27| -0.044| (-0.189, 0.189)| (-0.186, 0.186)|   27| -0.458|   0.647|  -0.465|   0.642|   27|  18.494|   0.913|  21.533|   0.802|
|   28|  0.079| (-0.189, 0.189)| (-0.182, 0.182)|   28|  0.824|   0.410|   0.855|   0.393|   28|  19.410|   0.910|  22.264|   0.809|
|   29| -0.112| (-0.189, 0.189)| (-0.175, 0.175)|   29| -1.159|   0.246|  -1.246|   0.213|   29|  21.246|   0.880|  23.816|   0.780|
|   30| -0.058| (-0.189, 0.189)| (-0.156, 0.156)|   30| -0.607|   0.544|  -0.732|   0.464|   30|  21.756|   0.891|  23.999|   0.811|
|   31| -0.086| (-0.189, 0.189)| (-0.135, 0.135)|   31| -0.891|   0.373|  -1.242|   0.214|   31|  22.869|   0.882|  25.541|   0.784|
|   32|  0.023| (-0.189, 0.189)| (-0.153, 0.153)|   32|  0.240|   0.810|   0.296|   0.767|   32|  22.951|   0.904|  25.629|   0.816|
|   33|  0.032| (-0.189, 0.189)| (-0.153, 0.153)|   33|  0.333|   0.739|   0.411|   0.681|   33|  23.110|   0.921|  25.798|   0.843|
|   34| -0.087| (-0.189, 0.189)| (-0.136, 0.136)|   34| -0.906|   0.365|  -1.256|   0.209|   34|  24.307|   0.912|  27.375|   0.818|
|   35|  0.081| (-0.189, 0.189)| (-0.135, 0.135)|   35|  0.846|   0.397|   1.181|   0.237|   35|  25.367|   0.907|  28.771|   0.799|
|   36|  0.088| (-0.189, 0.189)| (-0.166, 0.166)|   36|  0.914|   0.361|   1.036|   0.300|   36|  26.621|   0.897|  29.843|   0.792|
|   37|  0.063| (-0.189, 0.189)| (-0.155, 0.155)|   37|  0.659|   0.510|   0.801|   0.423|   37|  27.281|   0.902|  30.484|   0.802|
|   38|  0.035| (-0.189, 0.189)| (-0.133, 0.133)|   38|  0.359|   0.720|   0.507|   0.612|   38|  27.479|   0.917|  30.742|   0.825|
|   39| -0.002| (-0.189, 0.189)| (-0.143, 0.143)|   39| -0.023|   0.982|  -0.031|   0.976|   39|  27.480|   0.934|  30.743|   0.854|
|   40|  0.053| (-0.189, 0.189)| (-0.154, 0.154)|   40|  0.548|   0.584|   0.670|   0.503|   40|  27.957|   0.940|  31.191|   0.866|
|   41|  0.049| (-0.189, 0.189)| (-0.157, 0.157)|   41|  0.512|   0.609|   0.613|   0.540|   41|  28.379|   0.946|  31.568|   0.880|
|   42| -0.066| (-0.189, 0.189)| (-0.142, 0.142)|   42| -0.689|   0.491|  -0.917|   0.359|   42|  29.157|   0.947|  32.408|   0.881|
|   43| -0.072| (-0.189, 0.189)| (-0.127, 0.127)|   43| -0.750|   0.453|  -1.114|   0.265|   43|  30.091|   0.946|  33.650|   0.871|
|   44|  0.094| (-0.189, 0.189)| (-0.155, 0.155)|   44|  0.973|   0.330|   1.182|   0.237|   44|  31.689|   0.933|  35.048|   0.857|
|   45|  0.017| (-0.189, 0.189)| (-0.140, 0.140)|   45|  0.180|   0.857|   0.243|   0.808|   45|  31.745|   0.946|  35.107|   0.879|
|   46|  0.036| (-0.189, 0.189)| (-0.131, 0.131)|   46|  0.376|   0.707|   0.541|   0.589|   46|  31.991|   0.954|  35.399|   0.893|
|   47| -0.007| (-0.189, 0.189)| (-0.143, 0.143)|   47| -0.078|   0.938|  -0.102|   0.919|   47|  32.001|   0.963|  35.409|   0.911|
|   48|  0.032| (-0.189, 0.189)| (-0.139, 0.139)|   48|  0.336|   0.737|   0.454|   0.650|   48|  32.205|   0.969|  35.616|   0.924|
|   49| -0.005| (-0.189, 0.189)| (-0.114, 0.114)|   49| -0.056|   0.955|  -0.092|   0.927|   49|  32.210|   0.976|  35.624|   0.938|
|   50|  0.018| (-0.189, 0.189)| (-0.134, 0.134)|   50|  0.191|   0.849|   0.269|   0.788|   50|  32.278|   0.981|  35.696|   0.949|
|   51|  0.086| (-0.189, 0.189)| (-0.139, 0.139)|   51|  0.889|   0.374|   1.209|   0.227|   51|  33.777|   0.976|  37.158|   0.940|
|   52| -0.006| (-0.189, 0.189)| (-0.120, 0.120)|   52| -0.059|   0.953|  -0.093|   0.926|   52|  33.784|   0.982|  37.167|   0.951|
|   53|  0.054| (-0.189, 0.189)| (-0.102, 0.102)|   53|  0.557|   0.578|   1.027|   0.305|   53|  34.393|   0.983|  38.221|   0.949|
|   54| -0.088| (-0.189, 0.189)| (-0.158, 0.158)|   54| -0.911|   0.362|  -1.085|   0.278|   54|  36.053|   0.977|  39.398|   0.944|
|   55| -0.005| (-0.189, 0.189)| (-0.131, 0.131)|   55| -0.050|   0.960|  -0.072|   0.943|   55|  36.058|   0.982|  39.403|   0.955|
|   56|  0.084| (-0.189, 0.189)| (-0.117, 0.117)|   56|  0.877|   0.380|   1.419|   0.156|   56|  37.656|   0.978|  41.415|   0.940|
|   57| -0.083| (-0.189, 0.189)| (-0.116, 0.116)|   57| -0.863|   0.388|  -1.397|   0.162|   57|  39.232|   0.972|  43.367|   0.924|
|   58| -0.076| (-0.189, 0.189)| (-0.144, 0.144)|   58| -0.786|   0.432|  -1.026|   0.305|   58|  40.566|   0.968|  44.421|   0.921|
|   59| -0.099| (-0.189, 0.189)| (-0.111, 0.111)|   59| -1.029|   0.303|  -1.749|   0.080|   59|  42.902|   0.953|  47.478|   0.879|
|   60|  0.009| (-0.189, 0.189)| (-0.097, 0.097)|   60|  0.089|   0.929|   0.173|   0.863|   60|  42.920|   0.962|  47.508|   0.897|
|   61| -0.082| (-0.189, 0.189)| (-0.107, 0.107)|   61| -0.853|   0.394|  -1.501|   0.133|   61|  44.592|   0.953|  49.762|   0.869|
|   62| -0.039| (-0.189, 0.189)| (-0.124, 0.124)|   62| -0.403|   0.687|  -0.612|   0.541|   62|  44.974|   0.958|  50.136|   0.880|
|   63| -0.087| (-0.189, 0.189)| (-0.104, 0.104)|   63| -0.903|   0.366|  -1.639|   0.101|   63|  46.931|   0.946|  52.822|   0.839|
|   64| -0.030| (-0.189, 0.189)| (-0.132, 0.132)|   64| -0.313|   0.754|  -0.448|   0.654|   64|  47.172|   0.953|  53.023|   0.856|
|   65|  0.070| (-0.189, 0.189)| (-0.121, 0.121)|   65|  0.728|   0.467|   1.134|   0.257|   65|  48.503|   0.948|  54.310|   0.847|
|   66| -0.084| (-0.189, 0.189)| (-0.120, 0.120)|   66| -0.873|   0.383|  -1.367|   0.172|   66|  50.463|   0.934|  56.179|   0.824|
|   67| -0.034| (-0.189, 0.189)| (-0.127, 0.127)|   67| -0.353|   0.724|  -0.523|   0.601|   67|  50.792|   0.941|  56.453|   0.840|
|   68| -0.035| (-0.189, 0.189)| (-0.077, 0.077)|   68| -0.360|   0.719|  -0.880|   0.379|   68|  51.142|   0.947|  57.227|   0.843|
|   69| -0.019| (-0.189, 0.189)| (-0.085, 0.085)|   69| -0.202|   0.840|  -0.448|   0.654|   69|  51.256|   0.955|  57.428|   0.859|
|   70|  0.003| (-0.189, 0.189)| (-0.122, 0.122)|   70|  0.029|   0.977|   0.045|   0.964|   70|  51.258|   0.963|  57.430|   0.878|
|   71|  0.019| (-0.189, 0.189)| (-0.126, 0.126)|   71|  0.201|   0.841|   0.300|   0.764|   71|  51.376|   0.969|  57.520|   0.893|
|   72|  0.013| (-0.189, 0.189)| (-0.081, 0.081)|   72|  0.133|   0.894|   0.310|   0.757|   72|  51.429|   0.974|  57.615|   0.906|
|   73|  0.033| (-0.189, 0.189)| (-0.072, 0.072)|   73|  0.341|   0.733|   0.892|   0.372|   73|  51.788|   0.977|  57.842|   0.917|
|   74| -0.064| (-0.189, 0.189)| (-0.097, 0.097)|   74| -0.666|   0.505|  -1.297|   0.195|   74|  53.198|   0.973|  59.524|   0.904|
|   75|  0.045| (-0.189, 0.189)| (-0.078, 0.078)|   75|  0.470|   0.638|   1.136|   0.256|   75|  53.922|   0.974|  60.815|   0.898|
|   76| -0.055| (-0.189, 0.189)| (-0.117, 0.117)|   76| -0.569|   0.570|  -0.919|   0.358|   76|  55.013|   0.973|  61.659|   0.899|
|   77| -0.014| (-0.189, 0.189)| (-0.080, 0.080)|   77| -0.149|   0.881|  -0.351|   0.726|   77|  55.091|   0.977|  61.782|   0.911|
|   78| -0.015| (-0.189, 0.189)| (-0.087, 0.087)|   78| -0.155|   0.877|  -0.336|   0.737|   78|  55.178|   0.981|  61.895|   0.922|
|   79|  0.033| (-0.189, 0.189)| (-0.087, 0.087)|   79|  0.342|   0.732|   0.739|   0.460|   79|  55.614|   0.983|  62.441|   0.927|
|   80|  0.006| (-0.189, 0.189)| (-0.050, 0.050)|   80|  0.065|   0.948|   0.245|   0.806|   80|  55.630|   0.986|  62.502|   0.937|
|   81|  0.048| (-0.189, 0.189)| (-0.069, 0.069)|   81|  0.501|   0.617|   1.370|   0.171|   81|  56.632|   0.985|  64.377|   0.925|
|   82| -0.075| (-0.189, 0.189)| (-0.093, 0.093)|   82| -0.782|   0.434|  -1.588|   0.112|   82|  59.174|   0.978|  66.899|   0.901|
|   83|  0.025| (-0.189, 0.189)| (-0.053, 0.053)|   83|  0.259|   0.796|   0.927|   0.354|   83|  59.464|   0.980|  67.757|   0.902|
|   84| -0.028| (-0.189, 0.189)| (-0.063, 0.063)|   84| -0.287|   0.774|  -0.858|   0.391|   84|  59.835|   0.983|  68.494|   0.904|
|   85|  0.025| (-0.189, 0.189)| (-0.088, 0.088)|   85|  0.263|   0.793|   0.562|   0.574|   85|  60.160|   0.985|  68.810|   0.913|
|   86| -0.054| (-0.189, 0.189)| (-0.074, 0.074)|   86| -0.558|   0.577|  -1.422|   0.155|   86|  61.689|   0.982|  70.832|   0.896|
|   87|  0.007| (-0.189, 0.189)| (-0.044, 0.044)|   87|  0.074|   0.941|   0.314|   0.753|   87|  61.717|   0.985|  70.930|   0.908|
|   88| -0.012| (-0.189, 0.189)| (-0.052, 0.052)|   88| -0.126|   0.900|  -0.459|   0.646|   88|  61.803|   0.988|  71.141|   0.918|
|   89| -0.022| (-0.189, 0.189)| (-0.045, 0.045)|   89| -0.231|   0.817|  -0.963|   0.335|   89|  62.107|   0.989|  72.069|   0.917|
|   90|  0.026| (-0.189, 0.189)| (-0.042, 0.042)|   90|  0.271|   0.787|   1.205|   0.228|   90|  62.546|   0.990|  73.522|   0.910|
|   91| -0.059| (-0.189, 0.189)| (-0.091, 0.091)|   91| -0.611|   0.542|  -1.269|   0.205|   91|  64.914|   0.986|  75.131|   0.900|
|   92|  0.026| (-0.189, 0.189)| (-0.034, 0.034)|   92|  0.268|   0.789|   1.495|   0.135|   92|  65.397|   0.987|  77.366|   0.879|
|   93| -0.009| (-0.189, 0.189)| (-0.067, 0.067)|   93| -0.090|   0.928|  -0.254|   0.800|   93|  65.455|   0.989|  77.431|   0.892|
|   94|  0.025| (-0.189, 0.189)| (-0.049, 0.049)|   94|  0.263|   0.792|   1.012|   0.312|   94|  65.990|   0.990|  78.455|   0.890|
|   95| -0.008| (-0.189, 0.189)| (-0.039, 0.039)|   95| -0.081|   0.935|  -0.392|   0.695|   95|  66.045|   0.992|  78.609|   0.902|
